Word,PI Score,Tf-Idf,Loc Ind,Loc Sig,Section
A6 A5 A4 A3,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 54 | 0 5 7 2 1 9 0 55 | 0 5 7 2 1 9 0 56 | 0 5 7 2 1 9 0 57,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
G2 H2D3 E3 F3,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 11 | 0 5 7 2 1 1 0 12 | 0 5 7 2 1 1 0 13 | 0 5 7 2 1 1 0 14,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R12 R13,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 28 | 0 5 7 2 1 10 0 29 | 0 5 7 2 1 10 0 30 | 0 5 7 2 1 10 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C11 C10 C9 D8,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 30 | 0 5 7 2 1 9 0 31 | 0 5 7 2 1 9 0 32 | 0 5 7 2 1 9 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
K3 L3 M3N3J2 K2,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 27 | 0 5 7 2 1 1 0 28 | 0 5 7 2 1 1 0 29 | 0 5 7 2 1 1 0 30,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C14 B14 G15 F15,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 6 | 0 5 7 2 1 9 0 7 | 0 5 7 2 1 9 0 8 | 0 5 7 2 1 9 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A11 A12 A13 padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 36 | 0 5 7 2 1 2 0 37 | 0 5 7 2 1 2 0 38 | 0 5 7 2 1 2 0 39,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M6 M7R2 R3 R4,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 43 | 0 5 7 2 1 1 0 44 | 0 5 7 2 1 1 0 45 | 0 5 7 2 1 1 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D6 D5 E8 D4,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 35 | 0 5 7 2 1 9 0 36 | 0 5 7 2 1 9 0 37 | 0 5 7 2 1 9 0 38,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B4 B5 padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 15 | 0 5 7 2 1 6 0 16 | 0 5 7 2 1 6 0 17 | 0 5 7 2 1 6 0 18,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M5 M6 M7R2 R3,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 42 | 0 5 7 2 1 1 0 43 | 0 5 7 2 1 1 0 44 | 0 5 7 2 1 1 0 45,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R18 R19 coreVDD coreVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 38 | 0 5 7 2 1 10 0 39 | 0 5 7 2 1 10 0 40 | 0 5 7 2 1 10 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B15 A15 D11 D10,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 13 | 0 5 7 2 1 9 0 14 | 0 5 7 2 1 9 0 15 | 0 5 7 2 1 9 0 16,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D2 E2 F2 G2,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 8 | 0 5 7 2 1 1 0 9 | 0 5 7 2 1 1 0 10 | 0 5 7 2 1 1 0 11,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R16 R17,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 34 | 0 5 7 2 1 10 0 35 | 0 5 7 2 1 10 0 36 | 0 5 7 2 1 10 0 37,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
K15 J15 H15 N14,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 34 | 0 5 7 2 1 5 0 35 | 0 5 7 2 1 5 0 36 | 0 5 7 2 1 5 0 37,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B15 B16 padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 34 | 0 5 7 2 1 6 0 35 | 0 5 7 2 1 6 0 36 | 0 5 7 2 1 6 0 37,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A5 A4 A3 A2,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 55 | 0 5 7 2 1 9 0 56 | 0 5 7 2 1 9 0 57 | 0 5 7 2 1 9 0 58,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H4 H5 J4 K4,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 20 | 0 5 7 2 1 1 0 21 | 0 5 7 2 1 1 0 22 | 0 5 7 2 1 1 0 23,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R24 R25 R26 R27,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 50 | 0 5 7 2 1 10 0 51 | 0 5 7 2 1 10 0 52 | 0 5 7 2 1 10 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
IV IX OV UD,0.689287704917,0.000562187989531062,0 5 7 2 1 10 0 6 | 0 5 7 2 1 10 0 7 | 0 5 7 2 1 10 0 8 | 0 5 7 2 1 10 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
coreVDD coreVSS A2 A3,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 19 | 0 5 7 2 1 2 0 20 | 0 5 7 2 1 2 0 21 | 0 5 7 2 1 2 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B11 B12 padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 26 | 0 5 7 2 1 6 0 27 | 0 5 7 2 1 6 0 28 | 0 5 7 2 1 6 0 29,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
G15 F15 E15 D15,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 8 | 0 5 7 2 1 9 0 9 | 0 5 7 2 1 9 0 10 | 0 5 7 2 1 9 0 11,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B23 B24 B25 coreVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 46 | 0 5 7 2 1 6 0 47 | 0 5 7 2 1 6 0 48 | 0 5 7 2 1 6 0 49,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS B6 B7,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 17 | 0 5 7 2 1 6 0 18 | 0 5 7 2 1 6 0 19 | 0 5 7 2 1 6 0 20,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A22 A23 A24 A25,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 53 | 0 5 7 2 1 2 0 54 | 0 5 7 2 1 2 0 55 | 0 5 7 2 1 2 0 56,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B24 B25 coreVDD coreVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 47 | 0 5 7 2 1 6 0 48 | 0 5 7 2 1 6 0 49 | 0 5 7 2 1 6 0 50,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
G14 F14 E14 D14,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 2 | 0 5 7 2 1 9 0 3 | 0 5 7 2 1 9 0 4 | 0 5 7 2 1 9 0 5,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
L14 K14 J14 H14,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 39 | 0 5 7 2 1 5 0 40 | 0 5 7 2 1 5 0 41 | 0 5 7 2 1 5 0 42,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B9 C12 C11 C10,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 28 | 0 5 7 2 1 9 0 29 | 0 5 7 2 1 9 0 30 | 0 5 7 2 1 9 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N13 P8 P9 P10,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 14 | 0 5 7 2 1 5 0 15 | 0 5 7 2 1 5 0 16 | 0 5 7 2 1 5 0 17,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
OV UD padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 8 | 0 5 7 2 1 10 0 9 | 0 5 7 2 1 10 0 10 | 0 5 7 2 1 10 0 11,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
J12 H12 H11 G12,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 50 | 0 5 7 2 1 5 0 51 | 0 5 7 2 1 5 0 52 | 0 5 7 2 1 5 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N5 N6 N7 M8,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 0 | 0 5 7 2 1 5 0 1 | 0 5 7 2 1 5 0 2 | 0 5 7 2 1 5 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A5 A6 A7 A8,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 28 | 0 5 7 2 1 2 0 29 | 0 5 7 2 1 2 0 30 | 0 5 7 2 1 2 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P15 N15 M15 L15,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 30 | 0 5 7 2 1 5 0 31 | 0 5 7 2 1 5 0 32 | 0 5 7 2 1 5 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
G12 F12 E12 D12,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 53 | 0 5 7 2 1 5 0 54 | 0 5 7 2 1 5 0 55 | 0 5 7 2 1 5 0 56,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B22 B23 B24 B25,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 45 | 0 5 7 2 1 6 0 46 | 0 5 7 2 1 6 0 47 | 0 5 7 2 1 6 0 48,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M2 N2 P2 J1,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 32 | 0 5 7 2 1 1 0 33 | 0 5 7 2 1 1 0 34 | 0 5 7 2 1 1 0 35,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M4 J3 K3 L3,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 25 | 0 5 7 2 1 1 0 26 | 0 5 7 2 1 1 0 27 | 0 5 7 2 1 1 0 28,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A19 A20 A21 padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 48 | 0 5 7 2 1 2 0 49 | 0 5 7 2 1 2 0 50 | 0 5 7 2 1 2 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B19 B20 padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 40 | 0 5 7 2 1 6 0 41 | 0 5 7 2 1 6 0 42 | 0 5 7 2 1 6 0 43,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R5 R6 R7 padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 19 | 0 5 7 2 1 10 0 20 | 0 5 7 2 1 10 0 21 | 0 5 7 2 1 10 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P3 P4 P5 P6,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 50 | 0 5 7 2 1 1 0 51 | 0 5 7 2 1 1 0 52 | 0 5 7 2 1 1 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A11 A10 A9 B13,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 21 | 0 5 7 2 1 9 0 22 | 0 5 7 2 1 9 0 23 | 0 5 7 2 1 9 0 24,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
coreVDD coreVSS B2 B3,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 11 | 0 5 7 2 1 6 0 12 | 0 5 7 2 1 6 0 13 | 0 5 7 2 1 6 0 14,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B21 B22 B23 B24,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 44 | 0 5 7 2 1 6 0 45 | 0 5 7 2 1 6 0 46 | 0 5 7 2 1 6 0 47,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
L8 M12 N8 N9,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 7 | 0 5 7 2 1 5 0 8 | 0 5 7 2 1 5 0 9 | 0 5 7 2 1 5 0 10,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N14 M14 L14 K14,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 37 | 0 5 7 2 1 5 0 38 | 0 5 7 2 1 5 0 39 | 0 5 7 2 1 5 0 40,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A16 A17 padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 43 | 0 5 7 2 1 2 0 44 | 0 5 7 2 1 2 0 45 | 0 5 7 2 1 2 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R28 R29 R30 R31,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 56 | 0 5 7 2 1 10 0 57 | 0 5 7 2 1 10 0 58 | 0 5 7 2 1 10 0 59,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B25 coreVDD coreVSS padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 48 | 0 5 7 2 1 6 0 49 | 0 5 7 2 1 6 0 50 | 0 5 7 2 1 6 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M12 N8 N9 N10,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 8 | 0 5 7 2 1 5 0 9 | 0 5 7 2 1 5 0 10 | 0 5 7 2 1 5 0 11,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A12 A11 A10 A9,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 20 | 0 5 7 2 1 9 0 21 | 0 5 7 2 1 9 0 22 | 0 5 7 2 1 9 0 23,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
K1 L1 M1 N1,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 36 | 0 5 7 2 1 1 0 37 | 0 5 7 2 1 1 0 38 | 0 5 7 2 1 1 0 39,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R24 R25,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 48 | 0 5 7 2 1 10 0 49 | 0 5 7 2 1 10 0 50 | 0 5 7 2 1 10 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R28 R29,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 54 | 0 5 7 2 1 10 0 55 | 0 5 7 2 1 10 0 56 | 0 5 7 2 1 10 0 57,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M15 L15 K15 J15,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 32 | 0 5 7 2 1 5 0 33 | 0 5 7 2 1 5 0 34 | 0 5 7 2 1 5 0 35,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D7 D6 D5 E8,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 34 | 0 5 7 2 1 9 0 35 | 0 5 7 2 1 9 0 36 | 0 5 7 2 1 9 0 37,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
K2 L2 M2 N2,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 30 | 0 5 7 2 1 1 0 31 | 0 5 7 2 1 1 0 32 | 0 5 7 2 1 1 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H1 C2 D2 E2,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 6 | 0 5 7 2 1 1 0 7 | 0 5 7 2 1 1 0 8 | 0 5 7 2 1 1 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A4 coreVDD coreVSS padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 23 | 0 5 7 2 1 2 0 24 | 0 5 7 2 1 2 0 25 | 0 5 7 2 1 2 0 26,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C7 C6 C5 C4,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 40 | 0 5 7 2 1 9 0 41 | 0 5 7 2 1 9 0 42 | 0 5 7 2 1 9 0 43,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B3 B4 B5 padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 14 | 0 5 7 2 1 6 0 15 | 0 5 7 2 1 6 0 16 | 0 5 7 2 1 6 0 17,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R16 R17 R18 R19,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 36 | 0 5 7 2 1 10 0 37 | 0 5 7 2 1 10 0 38 | 0 5 7 2 1 10 0 39,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS A5 A6,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 26 | 0 5 7 2 1 2 0 27 | 0 5 7 2 1 2 0 28 | 0 5 7 2 1 2 0 29,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
J15 H15 N14 M14,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 35 | 0 5 7 2 1 5 0 36 | 0 5 7 2 1 5 0 37 | 0 5 7 2 1 5 0 38,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R20 R21,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 42 | 0 5 7 2 1 10 0 43 | 0 5 7 2 1 10 0 44 | 0 5 7 2 1 10 0 45,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B8 B9 padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 21 | 0 5 7 2 1 6 0 22 | 0 5 7 2 1 6 0 23 | 0 5 7 2 1 6 0 24,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C9 D8 D7 D6,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 32 | 0 5 7 2 1 9 0 33 | 0 5 7 2 1 9 0 34 | 0 5 7 2 1 9 0 35,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B31 D0 padVDD padVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 2 | 0 5 7 2 1 10 0 3 | 0 5 7 2 1 10 0 4 | 0 5 7 2 1 10 0 5,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R12 R13 R14 R15,0.689287704917,0.000562187989531062,0 5 7 2 1 10 0 30 | 0 5 7 2 1 10 0 31 | 0 5 7 2 1 10 0 32 | 0 5 7 2 1 10 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B28 B29 coreVDD coreVSS,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 55 | 0 5 7 2 1 6 0 56 | 0 5 7 2 1 6 0 57 | 0 5 7 2 1 6 0 58,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B6 B7 B8 B9,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 19 | 0 5 7 2 1 6 0 20 | 0 5 7 2 1 6 0 21 | 0 5 7 2 1 6 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B10 B11 B12 padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 25 | 0 5 7 2 1 6 0 26 | 0 5 7 2 1 6 0 27 | 0 5 7 2 1 6 0 28,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C13 G14 F14 E14,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 1 | 0 5 7 2 1 9 0 2 | 0 5 7 2 1 9 0 3 | 0 5 7 2 1 9 0 4,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C8 C7 C6 C5,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 39 | 0 5 7 2 1 9 0 40 | 0 5 7 2 1 9 0 41 | 0 5 7 2 1 9 0 42,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
K12 J12 H12 H11,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 49 | 0 5 7 2 1 5 0 50 | 0 5 7 2 1 5 0 51 | 0 5 7 2 1 5 0 52,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
FracA ExpZ = ExpA,0.125,0.00024203204732638258,0 5 6 5 20 5 1 1 2 | 0 5 6 5 20 5 1 1 3 | 0 5 6 5 20 5 1 1 4 | 0 5 6 5 20 5 1 1 5,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-6-2'
padVDD padVSS IV IX,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 4 | 0 5 7 2 1 10 0 5 | 0 5 7 2 1 10 0 6 | 0 5 7 2 1 10 0 7,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
BX AX = FracA,0.125,0.00024203204732638258,0 5 6 9 20 2 0 1 0 4 | 0 5 6 9 20 2 0 1 0 5 | 0 5 6 9 20 2 0 1 0 6 | 0 5 6 9 20 2 0 1 0 7,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
N8 N9 N10 N11,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 9 | 0 5 7 2 1 5 0 10 | 0 5 7 2 1 5 0 11 | 0 5 7 2 1 5 0 12,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
E4 F4 G4 H4,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 17 | 0 5 7 2 1 1 0 18 | 0 5 7 2 1 1 0 19 | 0 5 7 2 1 1 0 20,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B29 coreVDD coreVSS padVDD,0.511249878327,0.000281093994765531,0 5 7 2 1 6 0 56 | 0 5 7 2 1 6 0 57 | 0 5 7 2 1 6 0 58 | 0 5 7 2 1 6 0 59,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
FracA X SC =,0.125,0.00024203204732638258,0 5 6 9 20 2 0 1 0 7 | 0 5 6 9 20 2 0 1 0 8 | 0 5 6 9 20 2 0 1 0 9 | 0 5 6 9 20 2 0 1 0 10,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
B1 C1 D1 E1,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 0 | 0 5 7 2 1 1 0 1 | 0 5 7 2 1 1 0 2 | 0 5 7 2 1 1 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H12 H11 G12 F12,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 51 | 0 5 7 2 1 5 0 52 | 0 5 7 2 1 5 0 53 | 0 5 7 2 1 5 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P13 P14 R8 R9,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 20 | 0 5 7 2 1 5 0 21 | 0 5 7 2 1 5 0 22 | 0 5 7 2 1 5 0 23,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A13 padVDD padVSS A14,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 38 | 0 5 7 2 1 2 0 39 | 0 5 7 2 1 2 0 40 | 0 5 7 2 1 2 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D0 padVDD padVSS IV,0.511249878327,0.000281093994765531,0 5 7 2 1 10 0 3 | 0 5 7 2 1 10 0 4 | 0 5 7 2 1 10 0 5 | 0 5 7 2 1 10 0 6,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
E12 D12 G13 F13,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 55 | 0 5 7 2 1 5 0 56 | 0 5 7 2 1 5 0 57 | 0 5 7 2 1 5 0 58,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M14 L14 K14 J14,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 38 | 0 5 7 2 1 5 0 39 | 0 5 7 2 1 5 0 40 | 0 5 7 2 1 5 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M3N3J2 K2 L2 M2,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 29 | 0 5 7 2 1 1 0 30 | 0 5 7 2 1 1 0 31 | 0 5 7 2 1 1 0 32,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M7R2 R3 R4 R5,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 44 | 0 5 7 2 1 1 0 45 | 0 5 7 2 1 1 0 46 | 0 5 7 2 1 1 0 47,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
E3 F3 G3 H3,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 13 | 0 5 7 2 1 1 0 14 | 0 5 7 2 1 1 0 15 | 0 5 7 2 1 1 0 16,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M1 N1 P1 R1,0.511249878327,0.000281093994765531,0 5 7 2 1 1 0 38 | 0 5 7 2 1 1 0 39 | 0 5 7 2 1 1 0 40 | 0 5 7 2 1 1 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
OP_DIV OP_DIV OP_DIV OP_DIV,0.125,0.00024203204732638258,0 5 5 9 6 0 0 | 0 5 5 9 6 0 1 | 0 5 5 9 6 0 2 | 0 5 5 9 6 0 3,TaggedPDF-doc Part Sect Sect P statement word,'4-6-2'
C3 B8 B7 B6,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 44 | 0 5 7 2 1 9 0 45 | 0 5 7 2 1 9 0 46 | 0 5 7 2 1 9 0 47,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R11 R12 R13 R14,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 25 | 0 5 7 2 1 5 0 26 | 0 5 7 2 1 5 0 27 | 0 5 7 2 1 5 0 28,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A13 A12 A11 A10,0.511249878327,0.000281093994765531,0 5 7 2 1 9 0 19 | 0 5 7 2 1 9 0 20 | 0 5 7 2 1 9 0 21 | 0 5 7 2 1 9 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS A22 A23,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 51 | 0 5 7 2 1 2 0 52 | 0 5 7 2 1 2 0 53 | 0 5 7 2 1 2 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A9 padVDD padVSS A10,0.511249878327,0.000281093994765531,0 5 7 2 1 2 0 32 | 0 5 7 2 1 2 0 33 | 0 5 7 2 1 2 0 34 | 0 5 7 2 1 2 0 35,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M10 M11 L8 M12,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 5 | 0 5 7 2 1 5 0 6 | 0 5 7 2 1 5 0 7 | 0 5 7 2 1 5 0 8,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M8 M9 M10 M11,0.511249878327,0.000281093994765531,0 5 7 2 1 5 0 3 | 0 5 7 2 1 5 0 4 | 0 5 7 2 1 5 0 5 | 0 5 7 2 1 5 0 6,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
